"date","loc","Temp_0m_degC","Temp_0p1m_degC","Temp_0p5m_degC","Temp_1m_degC","Temp_1p5m_degC","Temp_1p9m_degC","Temp_2m_degC","Temp_2p5m_degC","Temp_3m_degC","Temp_3p5m_degC","Temp_4m_degC","Temp_4p5m_degC","Temp_5m_degC","Temp_5p5m_degC","Temp_6m_degC","Temp_6p5m_degC","Temp_7m_degC","Temp_7p5m_degC","Temp_8m_degC","Temp_8p3m_degC","Temp_8p5m_degC","Temp_8p7m_degC","Temp_9m_degC","Temp_9p17m_degC","Temp_9p5m_degC","Temp_10m_degC","Temp_10p5m_degC","Temp_11m_degC","Temp_11p5m_degC","Temp_12m_degC","Temp_12p5m_degC","Temp_13m_degC","Temp_13p5m_degC","Temp_14m_degC","Temp_14p5m_degC","Temp_15m_degC","Temp_15p5m_degC","Temp_16m_degC","Temp_16p5m_degC","Temp_17m_degC","Temp_17p5m_degC","Temp_18m_degC","Temp_18p5m_degC","Temp_19m_degC","Temp_19p2m_degC","Temp_19p5m_degC","Temp_20m_degC","Temp_20p5m_degC","Temp_21m_degC","Temp_21p5m_degC","Temp_21p9m_degC","Temp_22m_degC","Temp_22p5m_degC","Temp_23m_degC","Temp_23p5m_degC","Temp_24m_degC","Temp_24p5m_degC","Temp_25m_degC","Temp_25p5m_degC","Temp_26m_degC","Temp_26p5m_degC","Temp_27m_degC","Temp_27p5m_degC","Temp_28m_degC","Temp_28p5m_degC","Temp_29m_degC","Temp_29p5m_degC","Temp_30m_degC","Temp_31m_degC","Temp_32m_degC","Temp_33m_degC","datasource"
1991-08-27,"230",NA,21.8,21.7,21.7,NA,NA,21.7,NA,21.7,NA,21.6,NA,21.6,NA,21.6,NA,21.5,NA,21.4,NA,NA,NA,21.2,NA,21.1,21,20.5,16.4,15.9,14.6,14.3,11.8,11.3,10.9,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1992-05-26,"200",NA,13,13,13,NA,NA,13,NA,12.9,NA,12.9,12.6,12.3,NA,12.2,11.4,12.2,11.6,9.3,NA,8.9,NA,8.5,NA,8.4,8.2,7.8,7.5,NA,7.1,NA,6.7,NA,6.6,NA,6.6,NA,6.5,NA,6.5,NA,6.5,NA,6.4,NA,NA,6.4,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1992-05-26,"210",NA,13.6,13.6,13.6,NA,NA,13.6,NA,13.5,NA,13.5,NA,13.1,12.3,12.1,11.7,10.8,10.2,9.9,NA,9.1,NA,8.9,NA,NA,8.1,NA,7.6,NA,6.8,NA,6.5,NA,6.4,NA,6.2,NA,6.1,NA,6,NA,5.9,NA,5.9,NA,NA,5.8,NA,5.7,NA,NA,5.6,NA,5.6,NA,5.6,NA,5.5,NA,5.5,NA,5.4,NA,5.4,NA,5.3,NA,5.3,NA,NA,NA,"LMP do temp 2015"
1992-05-26,"230",NA,14,14,13.9,NA,NA,13.9,NA,13.8,NA,13.8,NA,13.7,13,11.7,10.4,10.1,9.9,9.5,NA,NA,NA,9.2,NA,NA,8.5,NA,8.1,NA,7.8,NA,7.5,NA,7.4,NA,7.3,NA,7.1,NA,7.1,NA,7,NA,7,NA,NA,7,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1992-07-01,"200",NA,20.3,20.3,20.1,NA,NA,19.9,NA,9.7,NA,19.7,NA,19.2,18.1,17.3,17,16.3,15.6,14.3,NA,12.1,NA,11.5,NA,10.1,9,8.2,7.9,NA,7.6,NA,7.2,NA,7.1,NA,7,NA,7,NA,6.9,NA,6.9,NA,6.8,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1992-07-01,"210",NA,20.3,20.1,20,NA,NA,19.5,NA,19,NA,18.9,NA,18.8,NA,17.9,NA,17.7,16.6,16.2,NA,14.6,NA,13.2,NA,10.7,9.5,8.8,8.5,8.2,7.9,NA,7.5,NA,7,NA,6.9,NA,6.8,NA,6.6,NA,6.3,NA,6.2,NA,NA,6.1,NA,6,NA,NA,6,NA,5.9,NA,5.9,NA,5.9,NA,5.8,NA,5.8,NA,5.7,NA,5.6,NA,NA,NA,NA,NA,"LMP do temp 2015"
1992-07-01,"230",NA,20.1,20.2,20.1,NA,NA,20.1,NA,19.4,NA,18.7,NA,18.2,NA,17.3,NA,16.8,16.4,15.3,NA,14.5,NA,12.8,NA,NA,11.1,NA,10,9.5,0.3,NA,8.5,NA,8,NA,7.8,NA,7.7,NA,7.5,NA,7.4,NA,7.2,NA,7.1,7.1,NA,7,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1992-07-29,"200",NA,NA,21.1,21.1,NA,NA,21.1,NA,21,NA,21,NA,20.9,NA,20.9,NA,20.9,20.6,20.1,NA,18,NA,14.8,NA,12.7,11.6,10.6,10.1,9.4,9.2,8.5,8.2,NA,8.1,NA,7.7,NA,7.6,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1992-07-29,"210",NA,20.7,20.7,20.7,NA,NA,20.6,NA,20.6,NA,20.5,NA,20.5,NA,20.4,NA,20.4,20.2,17.5,NA,16.8,NA,15.3,NA,13.5,12.1,11.6,9.7,9.1,8.8,9,8.8,8.9,8.4,7.8,7.4,7.2,7,7,6.8,NA,6.8,NA,6.7,NA,NA,6.6,NA,6.5,NA,NA,6.5,NA,6.4,NA,6.3,NA,6.3,NA,6.3,NA,6.1,NA,6,NA,5.9,NA,NA,NA,NA,NA,"LMP do temp 2015"
1992-07-29,"230",NA,20.5,20.5,20.5,NA,NA,20.5,NA,20.5,NA,20.4,NA,20.4,NA,20.4,NA,20.4,20.4,19.8,NA,15.4,NA,15.2,NA,14.4,14,13.2,12.7,11.8,11.2,10.5,9.7,9.1,8.9,8.5,8.2,8.1,7.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1992-08-28,"200",NA,21.7,21.7,21.7,NA,NA,21.2,NA,19.7,NA,19.2,NA,18.6,NA,18,NA,17.7,NA,17.4,NA,NA,NA,NA,NA,15.1,13.5,11.6,10.6,9,8.2,7.5,7.2,7,6.9,6.8,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1992-08-28,"210",NA,21.5,21.4,21.4,NA,NA,21.4,NA,19.9,NA,19.4,NA,18.7,NA,18.1,NA,17.8,NA,17.3,NA,NA,NA,16.2,NA,14.8,13,10.4,9.3,8.6,8.2,7.8,7.5,NA,6.8,NA,6.4,NA,6,NA,5.9,NA,5.8,NA,5.7,NA,NA,5.5,NA,5.5,NA,NA,5.3,NA,5.2,NA,5.2,NA,5.1,NA,5.1,NA,5,NA,4.9,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1992-08-28,"230",NA,20.3,20.3,20.3,NA,NA,20.2,NA,18.8,NA,18.3,NA,18.3,NA,17.9,NA,17.6,NA,17.5,NA,17.3,NA,17.2,NA,16.6,15.3,12.8,11.4,11,10.5,9.6,8.9,8.5,8,NA,7.5,NA,7.2,NA,6.8,NA,6.7,NA,6.6,NA,NA,6.5,NA,6.5,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-05-30,"200",NA,NA,12.1,NA,NA,NA,12,NA,NA,NA,12,NA,NA,NA,11.8,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,7.8,NA,NA,NA,7.2,NA,NA,NA,6.8,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-05-30,"210",NA,NA,12,NA,NA,NA,12,NA,NA,NA,12,NA,NA,NA,12,NA,NA,NA,11.9,NA,NA,NA,NA,NA,NA,11.8,NA,10.8,NA,8,NA,NA,NA,7.5,NA,NA,NA,7.5,NA,NA,NA,6.4,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-06-12,"220",NA,NA,16.8,16.8,NA,NA,15.8,NA,14.7,NA,14.5,NA,14.5,NA,14.3,NA,14.3,NA,14,NA,NA,NA,14,NA,NA,14,NA,14,NA,13,NA,12.5,NA,12.5,NA,12.5,NA,12.5,NA,12,NA,11,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-06-12,"230",NA,NA,NA,15.8,NA,NA,15,NA,14.7,NA,14.7,NA,14.5,NA,14.5,NA,14.5,NA,14.3,NA,NA,NA,12.9,NA,NA,12.9,NA,12.1,NA,11.8,NA,11.8,NA,11.4,NA,9.6,NA,8.6,NA,8,NA,7.8,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-06-13,"200",NA,NA,NA,18.2,NA,NA,16.5,NA,15.6,NA,15.4,NA,14.6,NA,14.1,NA,13.8,NA,13,NA,NA,NA,12.7,NA,NA,12.3,NA,12,NA,11.6,NA,11.9,NA,11.4,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-06-13,"210",NA,NA,NA,17.9,NA,NA,15.3,NA,15.5,NA,14.8,NA,14.2,NA,13.9,NA,13.6,NA,13.6,NA,NA,NA,13.2,NA,NA,11.9,NA,10.8,NA,9.8,NA,8.9,NA,8,NA,7.8,NA,7.4,NA,7,NA,7,NA,6.9,NA,NA,6.6,NA,6.6,NA,NA,6.5,NA,6.5,NA,6.5,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-06-25,"220",NA,NA,20,20,NA,NA,18.5,NA,18.3,NA,18,NA,18,NA,17.5,NA,17,NA,17,NA,NA,NA,15.5,NA,NA,14.5,NA,13.5,NA,13,NA,12,NA,11.5,NA,11.5,NA,11,NA,10,NA,8.5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-06-25,"230",NA,NA,19.2,18.2,NA,NA,18.3,NA,17.8,NA,18,NA,18.1,NA,18,NA,17.7,NA,17.3,NA,NA,NA,16.5,NA,NA,15.2,NA,13.5,NA,NA,NA,11.8,NA,NA,NA,9.8,NA,NA,NA,8.7,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-06-27,"200",NA,NA,20.5,20.3,NA,NA,19.8,NA,19.2,NA,19.2,NA,19,NA,18.5,NA,17.5,NA,16.5,NA,NA,NA,15.5,NA,NA,14.2,NA,12.9,NA,11.5,NA,10.2,NA,9.2,NA,9,NA,9,NA,8.8,NA,8.5,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-06-27,"210",NA,NA,20.4,20,NA,NA,19.5,NA,19,NA,18.5,NA,18.2,NA,17.5,NA,17.1,NA,16.8,NA,NA,NA,15.2,NA,NA,13.5,NA,12.5,NA,11,NA,9.9,NA,8.9,NA,8.5,NA,8,NA,7.8,NA,7.5,NA,7.5,NA,NA,7.5,NA,7,NA,NA,7,NA,7,NA,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-07-25,"200",NA,NA,21.5,21.2,NA,NA,21,NA,20.8,NA,20.5,NA,20.5,NA,20.5,NA,20.5,NA,20,NA,NA,NA,16.8,NA,NA,14.8,NA,13,NA,11.3,NA,10.5,NA,9.8,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-07-25,"210",NA,NA,22,21.2,NA,NA,20.9,NA,20.9,NA,20.9,NA,20.7,NA,20.7,NA,20.5,NA,19.8,NA,NA,NA,17,NA,NA,14.5,NA,12.1,NA,11,NA,9.9,NA,9,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-07-25,"220",NA,NA,21,21,NA,NA,21,NA,21,NA,21,NA,21,NA,21,NA,21,NA,20,NA,NA,NA,20,NA,NA,17.5,NA,16,NA,15,NA,14,NA,12,NA,10,NA,9,NA,8,NA,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-07-31,"230",NA,NA,21.1,21.1,NA,NA,21,NA,21,NA,20.9,NA,20.9,NA,20.8,NA,20.6,NA,19.8,NA,NA,NA,18.4,NA,NA,16.8,NA,15.2,NA,14.3,NA,12.7,NA,11.3,NA,10.3,NA,9.8,NA,9,NA,8.9,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-08-07,"220",NA,NA,22.3,22.3,NA,NA,22.3,NA,22.3,NA,22,NA,22,NA,22,NA,21.5,NA,20.5,NA,NA,NA,19,NA,NA,17,NA,15,NA,14,NA,13,NA,11,NA,8.5,NA,7.8,NA,7.5,NA,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-08-08,"200",NA,NA,22.1,22.1,NA,NA,22.1,NA,22.1,NA,22.1,NA,22.1,NA,22.1,NA,21.5,NA,21,NA,NA,NA,20.5,NA,NA,19.8,NA,18.2,NA,15,NA,12.1,NA,10.5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-08-08,"210",NA,NA,21.8,21.8,NA,NA,21.8,NA,21.8,NA,21.8,NA,21.8,NA,21.8,NA,21.8,NA,21.8,NA,NA,NA,20.2,NA,NA,18.5,NA,15.5,NA,13.2,NA,12.5,NA,11.2,NA,10,NA,9.2,NA,9,NA,8.5,NA,8.5,NA,NA,8.5,NA,8.3,NA,NA,8.2,NA,8,NA,7.8,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-08-22,"200",NA,NA,21.7,21.7,NA,NA,21.7,NA,21.7,NA,21.7,NA,21.5,NA,21.5,NA,21.5,NA,21.5,NA,NA,NA,19.5,NA,NA,15.2,NA,14.2,NA,12.5,NA,12.1,NA,11.5,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-08-22,"210",NA,NA,21.8,21.8,NA,NA,21.8,NA,21.5,NA,21.5,NA,21.5,NA,21.4,NA,21.4,NA,21.4,NA,NA,NA,20.5,NA,NA,16.8,NA,13.8,NA,12,NA,10.5,NA,10.2,NA,9.2,NA,8.8,NA,8.5,NA,7,NA,7,NA,NA,6.8,NA,6.5,NA,NA,6.5,NA,6.2,NA,5.5,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-08-22,"220",NA,NA,22,22,NA,NA,21.5,NA,21.5,NA,21,NA,21,NA,20.5,NA,20,NA,20,NA,NA,NA,18,NA,NA,17,NA,14.5,NA,14,NA,11.5,NA,10,NA,9,NA,8,NA,7.5,NA,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-08-24,"230",NA,NA,22.1,22,NA,NA,21.9,NA,20.9,NA,21.9,NA,21.7,NA,21.5,NA,21.3,NA,21.1,NA,NA,NA,20,NA,NA,17.8,NA,15.1,NA,14.5,NA,13,NA,11,NA,10.1,NA,9.8,NA,9.4,NA,9.2,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-09-05,"200",NA,NA,23,23.1,NA,NA,23.1,NA,23.1,NA,23.1,NA,22.8,NA,22.5,NA,22.5,NA,22.5,NA,NA,NA,22.5,NA,NA,17.2,NA,15.2,NA,13,NA,11.8,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-09-05,"210",NA,NA,23,23,NA,NA,22.8,NA,22.8,NA,22.6,NA,22.5,NA,22.5,NA,22.6,NA,22.5,NA,NA,NA,22.5,NA,NA,22.6,NA,22.2,NA,15.8,NA,15,NA,13.2,NA,11,NA,11.2,NA,12.5,NA,11.5,NA,11.4,NA,NA,10,NA,9.8,NA,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-09-05,"220",NA,NA,23,23,NA,NA,23,NA,22.5,NA,22.5,NA,22.5,NA,22.5,NA,22.5,NA,22,NA,NA,NA,21,NA,NA,20,NA,18,NA,17,NA,16.5,NA,16,NA,15,NA,13.5,NA,8.5,NA,7.5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-09-08,"230",NA,NA,21.9,21.8,NA,NA,21.8,NA,21.9,NA,21.9,NA,21.9,NA,21.9,NA,21.8,NA,21.8,NA,NA,NA,21.8,NA,NA,19.1,NA,16.9,NA,15.5,NA,13.5,NA,11.9,NA,10.6,NA,10.2,NA,9.5,NA,9.5,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-09-26,"230",NA,NA,16.7,16.9,NA,NA,16.7,NA,16.7,NA,16.6,NA,16.6,NA,16.5,NA,16.5,NA,16.6,NA,NA,NA,16.5,NA,NA,16.6,NA,16.5,NA,16.5,NA,16.5,NA,14.2,NA,11.3,NA,10.5,NA,9.9,NA,9.7,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-10-17,"200",NA,NA,12,NA,NA,NA,12,NA,NA,NA,12,NA,NA,NA,12,NA,NA,NA,11.9,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,11.9,NA,NA,NA,11.9,NA,NA,NA,11.8,NA,NA,NA,11.8,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-10-17,"210",NA,NA,11.8,NA,NA,NA,11.9,NA,NA,NA,11.9,NA,NA,NA,11.9,NA,NA,NA,11.9,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,11.9,NA,NA,NA,11.9,NA,NA,NA,11.9,NA,NA,NA,11.8,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-10-17,"220",NA,NA,11.8,NA,NA,NA,11.9,NA,NA,NA,11.9,NA,NA,NA,11.9,NA,NA,NA,11.9,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,11.9,NA,NA,NA,11.9,NA,NA,NA,11.9,NA,NA,NA,11.8,NA,NA,NA,NA,11.5,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1993-10-17,"230",NA,NA,11.8,11.8,NA,NA,11.8,NA,11.8,NA,11.6,NA,11.8,NA,11.6,NA,11.6,NA,11.6,NA,NA,NA,11.6,NA,NA,11.6,NA,11.6,NA,11.6,NA,11.6,NA,NA,NA,11.6,NA,NA,NA,11.5,NA,NA,NA,11.6,NA,NA,NA,NA,11.3,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1994-06-14,"200",NA,NA,19,19,NA,NA,19,NA,18,NA,18,NA,18,NA,17.5,NA,17,NA,13,NA,NA,NA,13,NA,NA,10.5,NA,10,NA,10,NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1994-06-15,"230",NA,NA,18.5,18.4,NA,NA,18.2,NA,18.1,NA,16.6,NA,15.6,NA,15,NA,14.4,NA,13.8,NA,NA,NA,13,NA,NA,12.8,NA,12.4,NA,12,NA,10.8,NA,10.6,NA,10.2,NA,10.1,NA,10.1,NA,10.1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1994-07-06,"230",NA,NA,22.1,22,NA,NA,21.9,NA,21.8,NA,21.4,NA,21.1,NA,20.3,NA,19.1,NA,16.3,NA,NA,NA,14.2,NA,NA,13.4,NA,12.8,NA,12,NA,11,NA,10.5,NA,10.2,NA,10.1,NA,10,NA,9.9,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1994-07-07,"210",NA,NA,24,24,NA,NA,23.5,NA,23,NA,22.5,NA,22,NA,22,NA,21.5,NA,20,NA,NA,NA,16,NA,NA,14,NA,12.5,NA,12,NA,11,NA,10,NA,9.5,NA,8.5,NA,9.5,NA,9,NA,8.5,NA,NA,9,NA,9,NA,NA,9,NA,8.5,NA,8.5,NA,8.5,NA,8,NA,8,NA,8,NA,8,NA,NA,NA,NA,NA,"LMP do temp 2015"
1994-07-24,"220",NA,NA,23.5,23.5,NA,NA,23.5,NA,23.5,NA,23,NA,23,NA,22,NA,20,NA,17,NA,NA,NA,16,NA,NA,14.5,NA,14,NA,13.5,NA,13,NA,12.5,NA,12,NA,11,NA,10,NA,9.5,NA,9,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1994-07-25,"230",NA,NA,23.7,23.6,NA,NA,23.6,NA,23.7,NA,23.6,NA,23.1,NA,22.7,NA,21,NA,19.3,NA,NA,NA,15.8,NA,NA,14.1,NA,13.4,NA,12.6,NA,12.1,NA,11.1,NA,10.7,NA,10.3,NA,10.1,NA,10,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1994-07-29,"210",NA,NA,NA,25,NA,NA,25,NA,25,NA,24.5,NA,24.5,NA,24.5,NA,24.5,NA,24,NA,NA,NA,24,NA,NA,23,NA,21,NA,19,NA,18,NA,16.5,NA,14,NA,13,NA,13,NA,12,NA,11.5,NA,NA,11.5,NA,10.5,NA,NA,10.5,NA,10,NA,9.5,NA,9.5,NA,9,NA,9,NA,9,NA,9,NA,NA,NA,NA,NA,"LMP do temp 2015"
1994-08-03,"200",NA,NA,NA,25,NA,NA,25,NA,25,NA,25,NA,24,NA,24,NA,21,NA,20,NA,NA,NA,16.5,NA,NA,13.5,NA,12,NA,11,NA,10,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1994-08-17,"200",NA,NA,NA,22,NA,NA,21.7,NA,21.5,NA,21.4,NA,21.4,NA,21.2,NA,21,NA,21,NA,NA,NA,20.5,NA,NA,14,NA,12.5,NA,11,NA,10.5,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1994-08-17,"230",NA,NA,21.3,21.2,NA,NA,21.2,NA,21.3,NA,21.2,NA,21.2,NA,21.1,NA,21.1,NA,21,NA,NA,NA,18.1,NA,NA,15.9,NA,14.4,NA,13.2,NA,12.1,NA,11.2,NA,10.8,NA,10.2,NA,10.1,NA,10.1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
